area_sqft,bedrooms,bathrooms,age_years,waterfront,floors,condition,grade,price
1570,4,1.75,36,0,1.0,3,7,452000.0
1510,2,2.0,114,0,1.0,4,7,595000.0
1360,3,2.0,21,0,1.0,3,7,249000.0
1970,4,2.5,16,0,2.0,3,8,346900.0
5403,3,2.5,39,1,2.0,4,12,2125000.0
1560,4,2.5,11,0,2.0,3,7,280000.0
2320,4,1.75,41,0,1.0,4,8,318888.0
2120,3,2.25,47,0,1.0,3,8,530000.0
2120,3,2.25,31,0,2.0,4,8,375000.0
3350,4,2.5,27,0,2.0,3,11,910000.0
2380,4,2.5,23,0,2.0,4,10,782000.0
1070,2,2.0,7,0,2.0,3,9,259950.0
2300,4,2.75,35,0,1.0,4,7,315000.0
1320,2,1.0,71,0,1.0,4,6,215000.0
2180,3,1.75,68,0,1.0,4,7,705000.0
4380,3,3.0,62,0,2.0,5,10,1450000.0
1790,3,1.75,66,0,2.0,3,7,451000.0
750,2,1.0,71,0,1.0,4,6,261000.0
1300,3,1.5,58,0,1.0,5,7,396000.0
2990,4,2.5,15,0,2.0,3,9,725000.0
4640,7,3.5,49,0,2.0,3,11,1950000.0
1400,4,1.0,55,0,1.5,3,7,238000.0
2750,6,1.75,42,0,2.0,4,8,750000.0
2050,4,2.5,16,0,2.0,3,7,331500.0
2230,4,3.0,36,0,1.0,3,7,460000.0
2340,4,2.25,32,0,1.0,4,8,404950.0
2870,3,2.5,0,0,2.0,3,9,880000.0
4120,4,2.5,17,0,2.0,3,10,863000.0
2080,3,1.75,54,0,1.0,3,7,638700.0
1840,3,2.5,6,0,2.0,3,7,435000.0
1180,3,1.0,55,0,1.5,4,6,260000.0
2160,5,2.75,87,0,1.5,5,7,671500.0
1180,3,1.0,107,0,1.5,3,8,610000.0
1160,2,0.75,77,0,1.0,4,6,405000.0
1830,4,2.5,11,0,2.0,3,7,338900.0
3200,4,4.0,11,0,2.0,3,10,720000.0
2560,5,3.0,88,0,1.5,4,7,442000.0
2550,5,2.75,112,0,1.5,5,8,650000.0
1330,3,1.75,34,0,1.0,3,7,263500.0
1220,2,1.0,51,0,1.0,4,7,300000.0
1805,3,2.5,5,0,2.0,3,7,266000.0
6050,4,4.0,5,0,2.5,3,9,930000.0
2320,4,2.5,11,0,2.0,3,8,530000.0
1384,3,1.0,49,0,1.0,4,6,180000.0
2720,3,2.5,9,0,2.0,3,9,619000.0
1820,3,1.5,52,0,1.0,4,7,264000.0
2130,2,2.25,73,0,1.5,4,7,730000.0
2060,4,2.25,39,0,2.0,3,7,439000.0
1420,4,1.75,33,0,1.0,4,7,268500.0
1510,3,1.75,29,0,1.0,3,7,330000.0
2160,3,2.5,111,0,1.5,3,8,640000.0
3180,3,2.5,36,0,2.0,4,11,900000.0
2110,3,2.25,29,0,2.0,4,8,370000.0
2060,3,2.0,84,0,1.5,5,8,685000.0
1830,3,1.5,33,0,1.0,3,7,505000.0
1820,3,1.75,48,0,1.0,4,7,265000.0
1610,3,2.5,9,0,2.0,3,8,290000.0
1780,4,2.5,8,0,2.0,3,7,296000.0
1840,4,2.5,19,0,2.0,3,7,360000.0
1460,3,1.75,17,0,1.0,3,7,240500.0
1400,2,2.5,7,0,2.0,3,8,372500.0
3370,3,2.5,10,0,2.0,3,9,595000.0
3590,4,3.0,17,0,2.0,3,9,515000.0
3200,4,2.25,52,0,2.0,4,9,1220000.0
1670,2,1.75,10,0,1.0,3,8,507000.0
2420,4,2.0,31,0,1.0,3,9,399950.0
1430,3,1.75,20,0,2.0,3,7,185000.0
1440,3,1.75,34,0,1.0,3,7,460000.0
1450,3,2.25,30,0,2.0,3,7,435500.0
3550,4,2.75,49,0,1.0,5,8,469000.0
1270,2,3.0,14,0,2.0,3,8,531000.0
940,2,1.0,66,0,1.0,3,7,443500.0
1670,3,2.0,24,0,1.0,3,7,223000.0
3100,4,3.5,19,0,2.0,3,8,590000.0
1100,2,2.5,17,0,3.0,3,7,340000.0
1870,3,2.0,89,0,1.0,4,8,650000.0
1930,3,2.5,24,0,2.0,4,8,533600.0
2540,3,2.75,9,0,2.0,3,9,695000.0
1280,3,1.75,26,0,1.5,4,7,242000.0
1820,3,2.25,48,0,1.0,3,7,425000.0
1490,3,2.25,34,0,2.0,3,7,525000.0
1880,3,2.5,26,0,2.0,3,8,485000.0
1250,3,1.0,44,0,1.0,3,7,175000.0
1440,3,2.0,31,0,1.0,3,8,210000.0
1920,3,2.5,26,0,2.0,3,7,260000.0
2060,3,2.5,38,0,1.0,3,7,577000.0
1210,3,1.5,56,0,1.0,4,7,200000.0
1760,2,1.75,88,0,1.0,4,7,605000.0
990,3,1.0,67,0,1.0,4,6,325000.0
960,3,1.0,70,0,1.0,4,6,289500.0
1660,3,2.5,0,0,3.0,3,9,559950.0
1900,3,1.75,74,0,1.0,4,8,1042500.0
1270,3,2.25,44,0,1.0,3,7,543500.0
3250,4,2.25,31,0,2.0,4,9,480000.0
960,3,1.0,32,0,1.0,5,6,218000.0
1330,2,1.75,100,0,1.0,4,7,565000.0
2080,3,1.75,46,0,1.0,5,7,426700.0
2690,3,2.5,57,0,1.0,3,8,650000.0
890,2,1.0,104,0,1.0,3,7,542000.0
1070,3,1.75,37,0,1.0,3,7,415000.0
1200,3,1.0,61,0,1.0,4,6,214000.0
1360,3,1.5,66,0,2.0,5,7,245000.0
2050,3,2.0,21,0,1.0,3,8,314500.0
3000,3,1.5,91,0,2.0,5,9,1120000.0
1300,2,2.0,52,0,1.0,3,7,378000.0
2250,4,2.5,32,0,1.0,3,7,305000.0
3740,5,2.75,37,0,1.0,4,8,595000.0
1660,3,2.5,0,0,3.0,3,9,729500.0
2360,3,2.5,11,0,2.0,3,7,430000.0
1760,3,1.75,28,0,1.0,3,7,240000.0
1680,3,1.75,99,0,1.5,3,7,545000.0
1320,3,1.75,96,0,1.0,3,7,530000.0
870,1,1.0,75,0,1.0,3,6,157000.0
1260,4,1.0,90,0,1.5,3,6,425000.0
1000,3,1.0,70,0,1.0,3,6,220000.0
2020,4,1.75,38,0,1.0,4,8,521000.0
1920,3,1.0,62,0,1.0,3,7,325000.0
2150,3,2.0,104,0,1.5,4,7,597500.0
1470,3,2.5,15,0,2.0,3,7,337000.0
3180,3,2.5,24,0,2.0,3,10,1000000.0
990,3,1.0,71,0,1.0,3,6,495000.0
2770,4,3.5,14,0,2.0,3,8,748000.0
1250,3,1.5,61,0,1.0,4,7,888000.0
1140,3,1.75,29,0,1.0,3,7,269900.0
2250,4,2.5,47,0,1.0,3,7,496500.0
1640,3,2.5,46,0,2.0,3,7,475000.0
1255,3,1.5,10,0,3.0,3,7,312000.0
1290,3,1.0,38,0,1.0,3,7,323000.0
1300,3,1.75,28,0,1.0,3,7,331000.0
1220,3,1.5,7,0,3.0,3,8,306000.0
2630,4,2.5,12,0,3.0,3,8,655000.0
1950,3,1.5,55,0,1.0,4,8,290000.0
3160,4,3.25,49,0,2.0,5,9,1250000.0
1550,3,1.75,65,0,1.0,4,7,460000.0
1700,4,2.5,74,0,1.0,4,7,435000.0
2510,4,2.75,37,0,1.0,5,8,664000.0
1800,4,1.75,93,0,2.0,4,8,865000.0
1800,3,1.75,46,0,1.0,3,8,385000.0
1870,3,2.25,39,0,1.0,3,7,497000.0
1010,2,1.0,89,0,1.0,4,7,280000.0
1120,2,1.5,91,0,1.0,3,6,188000.0
2090,3,1.0,45,0,1.0,3,8,478500.0
4370,4,3.5,13,0,2.0,3,11,1145000.0
1440,3,2.0,33,0,1.0,4,7,222000.0
2580,4,3.0,30,0,2.0,3,8,799000.0
3190,4,2.5,8,0,2.0,3,10,609900.0
2380,4,3.5,19,0,2.0,4,7,413000.0
1420,4,1.0,84,0,1.5,3,7,400000.0
2990,5,2.75,1,0,2.0,3,9,802541.0
2680,3,2.5,24,0,2.0,3,8,320000.0
2730,4,2.5,9,0,2.0,3,7,507000.0
1220,3,1.0,68,0,1.0,3,6,387500.0
1500,3,1.0,48,0,1.0,3,7,396000.0
1830,3,1.75,56,0,1.0,3,8,373000.0
4570,5,2.5,49,0,2.0,5,10,1484900.0
2470,4,2.25,31,0,2.0,3,8,359900.0
800,2,1.0,88,0,1.0,3,6,410000.0
2900,4,2.5,22,0,2.0,3,9,690000.0
1410,3,2.0,29,0,1.0,3,7,245000.0
2830,5,2.5,35,0,1.0,5,8,700000.0
1680,4,1.75,37,0,1.0,3,7,268000.0
1760,3,1.75,35,0,1.0,3,7,225000.0
2240,4,2.25,38,0,2.0,3,8,980000.0
1380,2,1.0,110,0,1.5,3,5,795000.0
820,2,1.0,62,0,1.0,3,6,195000.0
2180,4,2.0,64,0,1.0,2,6,480000.0
1400,4,2.0,114,0,1.0,3,7,485000.0
880,2,1.0,86,0,1.0,3,5,130000.0
1060,2,1.0,68,0,1.0,4,6,325000.0
1530,3,1.75,31,0,1.0,4,7,440000.0
2480,4,1.75,56,0,1.0,3,8,550000.0
1490,3,1.75,47,0,1.0,5,6,310000.0
3660,3,2.5,25,0,2.0,4,9,530000.0
2340,4,2.5,21,0,2.0,3,8,390000.0
1450,3,1.75,33,0,1.0,4,7,243000.0
2210,4,2.5,24,0,2.0,3,9,639000.0
1130,4,1.0,45,0,1.0,4,7,215000.0
1550,5,1.75,54,0,1.0,3,7,405000.0
1710,4,1.75,46,0,1.0,5,7,250000.0
1010,3,1.5,60,0,1.0,5,7,405500.0
2660,6,2.25,77,0,2.0,3,7,452000.0
2660,6,2.25,78,0,2.0,3,7,730000.0
1300,3,2.0,21,0,1.0,3,7,267000.0
1670,3,2.5,12,0,2.0,3,7,289950.0
960,2,1.0,103,0,1.0,5,7,565000.0
4670,4,3.25,26,0,2.0,4,12,1578000.0
2140,3,2.5,8,0,2.0,3,8,636000.0
2520,5,3.0,10,0,1.0,3,8,350000.0
1650,3,1.5,36,0,1.0,5,7,320000.0
1440,2,1.75,36,0,1.0,4,8,210000.0
1050,2,1.0,64,0,1.0,3,7,245000.0
1470,3,1.75,31,0,1.0,3,7,328000.0
4230,4,2.25,25,0,2.0,3,11,985000.0
1970,3,1.75,38,0,1.0,5,8,501000.0
1540,3,2.25,22,0,2.0,3,7,315000.0
2090,3,2.75,2,0,2.0,3,8,403000.0
2380,3,2.0,80,0,2.0,4,8,550000.0
2156,4,2.5,3,0,2.0,3,9,347500.0
2070,4,2.25,28,0,2.0,4,8,365000.0
1910,3,1.0,64,0,1.0,4,8,588000.0
1920,3,1.75,37,0,1.0,4,8,605000.0
3400,3,3.25,77,0,2.0,4,9,1300000.0
1400,3,2.0,40,0,1.0,3,7,233000.0
2210,4,2.5,17,0,2.0,3,8,360000.0
1170,2,1.75,85,0,1.0,3,6,459000.0
2100,3,2.0,19,0,1.0,4,9,740000.0
1160,3,1.0,47,0,1.0,3,7,305000.0
1500,3,1.0,89,0,1.0,3,6,395000.0
2940,4,2.5,15,0,2.0,3,8,560000.0
2010,4,1.75,51,0,1.0,4,7,650000.0
2170,3,2.5,11,0,2.0,3,7,449950.0
1430,3,1.5,75,0,1.0,4,7,517500.0
1510,4,1.5,44,0,1.0,3,7,435000.0
1150,3,1.0,63,0,1.0,3,6,329999.0
2150,3,1.75,54,0,1.0,5,8,950000.0
1370,3,1.0,70,0,1.0,5,7,447000.0
2380,2,2.5,4,0,1.0,3,8,699800.0
1370,3,1.75,103,0,1.0,5,7,850000.0
1600,3,1.75,35,0,1.0,3,7,316500.0
3750,5,3.5,33,0,1.0,4,9,942500.0
3950,2,2.25,24,0,2.0,3,10,1310000.0
2400,4,2.25,51,0,1.0,4,9,856600.0
2830,5,1.5,96,0,2.5,4,8,405600.0
2440,4,2.5,18,0,2.0,3,8,565000.0
1190,3,2.25,6,0,2.0,3,8,400000.0
1400,3,2.0,18,0,1.0,3,7,330000.0
2730,4,2.75,10,0,2.0,3,7,374950.0
2390,3,2.75,31,0,1.0,5,7,405300.0
2060,3,2.25,30,0,2.0,3,8,560000.0
2490,4,2.25,54,0,1.0,4,8,824000.0
1100,3,1.75,30,0,1.0,5,7,260000.0
2430,4,2.5,50,0,1.0,5,8,760000.0
3170,3,2.5,19,0,2.0,3,10,405000.0
2640,4,2.5,27,0,2.0,3,8,429900.0
1130,3,1.5,53,0,1.0,4,7,341500.0
1940,5,2.0,57,0,1.5,3,7,465250.0
1100,2,2.0,102,0,1.5,3,7,450000.0
1200,3,1.0,60,0,1.0,4,7,390000.0
2000,3,2.25,51,0,1.0,4,8,420000.0
1890,3,2.5,12,0,2.0,3,8,269950.0
1910,4,2.0,104,0,1.0,3,7,493000.0
2710,4,2.5,16,0,2.0,3,9,370000.0
4860,5,4.25,109,0,1.5,5,10,2250000.0
1250,3,1.0,48,0,1.0,5,7,305000.0
1590,3,1.75,76,0,1.5,5,6,400000.0
1240,3,1.5,5,0,2.0,3,8,320000.0
2000,4,1.0,104,0,2.0,4,7,715000.0
3610,6,2.75,48,0,1.5,4,8,650000.0
1930,5,1.75,49,0,1.0,4,8,218000.0
1280,2,1.0,51,0,1.0,3,7,500000.0
2090,4,2.0,30,0,1.0,4,7,460000.0
1940,3,1.5,45,0,1.0,4,7,232500.0
1800,3,2.5,24,0,2.0,4,7,408200.0
1730,3,1.75,34,0,1.0,4,7,522000.0
2810,4,2.5,32,0,2.0,3,9,675000.0
3550,4,3.5,15,0,1.0,3,11,1355000.0
1330,4,1.0,62,0,1.5,3,6,249950.0
750,2,1.0,65,0,1.0,3,6,210000.0
1760,4,1.0,67,0,1.0,3,7,429950.0
3200,4,2.5,21,0,2.0,3,9,737500.0
1740,4,2.0,56,0,1.0,5,8,710000.0
2100,3,2.5,15,0,2.0,3,8,470000.0
4270,4,3.5,22,0,1.0,4,12,1100000.0
1340,3,2.0,101,0,1.5,3,7,650000.0
3190,4,2.5,47,0,1.0,5,9,1216000.0
1630,3,2.5,28,0,2.0,3,8,422120.0
2990,5,2.5,8,0,2.0,3,9,625000.0
1550,4,1.0,60,0,1.5,3,6,385200.0
1690,3,2.25,26,0,2.0,3,8,500000.0
1960,4,2.25,25,0,2.0,3,8,308000.0
2390,3,2.75,37,0,1.0,5,8,565000.0
2600,3,2.5,10,0,2.0,3,7,581000.0
1950,3,2.0,15,0,1.0,3,8,361000.0
1250,3,1.0,51,0,1.0,4,7,345000.0
1180,2,2.25,6,0,2.0,3,8,419000.0
1680,3,2.5,11,0,2.0,3,7,347000.0
2220,4,2.25,25,0,2.0,3,9,625000.0
4890,4,4.25,16,0,2.0,3,11,2400000.0
2660,3,3.25,0,0,2.5,3,8,379000.0
1150,3,1.5,26,0,2.0,3,7,310000.0
1130,2,2.0,74,0,1.0,4,6,250000.0
2760,5,2.75,9,0,2.0,3,9,682000.0
1430,3,2.0,22,0,1.0,3,7,246500.0
1490,3,1.0,82,0,1.5,4,5,325000.0
2030,4,2.5,10,0,2.0,3,8,310950.0
3010,3,2.0,83,0,2.0,5,9,1100000.0
1810,3,1.0,60,0,1.0,4,7,287500.0
1810,3,1.0,61,0,1.0,4,7,431000.0
970,3,1.0,46,0,1.0,3,6,226000.0
2010,3,1.75,89,0,1.5,5,7,825000.0
1300,4,1.0,67,0,1.5,3,6,175000.0
1260,3,1.5,55,0,1.0,3,7,465750.0
2610,4,2.25,32,0,2.0,3,8,659000.0
1910,3,1.75,74,0,1.0,3,8,595000.0
1780,3,2.25,27,0,2.0,4,8,350000.0
1900,4,2.25,39,0,1.0,4,8,270000.0
2450,6,2.25,57,0,1.0,3,7,662500.0
1380,3,1.75,75,0,1.0,4,5,249900.0
1920,3,1.75,38,0,1.0,4,7,324500.0
1350,2,1.75,10,0,1.0,3,8,430000.0
1350,2,1.75,11,0,1.0,3,8,419950.0
2510,4,1.75,52,0,1.0,4,8,285000.0
2470,4,2.5,13,0,2.0,3,8,332000.0
1660,4,1.75,58,0,1.0,3,7,282000.0
1340,3,1.0,27,0,1.0,3,7,320000.0
1620,3,1.0,103,0,1.5,4,7,428750.0
2300,3,2.25,38,0,2.0,3,8,330000.0
2000,4,3.5,6,0,3.0,3,8,456500.0
1640,3,2.25,42,0,1.0,4,8,352000.0
1530,4,2.0,102,0,1.5,4,7,664000.0
4000,3,1.75,27,0,1.0,3,9,628000.0
1610,3,1.75,38,0,1.0,3,7,512000.0
2070,3,2.0,45,0,1.0,4,7,254000.0
1900,4,2.5,20,0,2.0,3,8,535800.0
1050,3,1.0,54,0,1.0,4,7,287653.0
1520,3,2.5,8,0,2.0,3,8,438000.0
2390,4,1.75,65,0,1.0,3,7,450000.0
2400,5,2.75,16,0,2.0,3,8,327000.0
1790,4,2.5,9,0,2.0,3,7,370500.0
1720,3,2.5,21,0,2.0,3,7,265000.0
2980,4,2.75,36,0,1.0,4,8,450000.0
1520,3,1.0,26,0,1.5,5,8,425000.0
1150,3,1.75,37,0,1.0,4,7,166600.0
380,1,0.75,51,0,1.0,3,5,245000.0
910,3,1.0,64,0,1.0,3,7,565000.0
1650,3,1.75,38,0,1.0,3,8,539900.0
2480,3,3.5,5,0,2.0,3,10,910000.0
2050,4,2.5,24,0,2.0,3,8,280000.0
1420,3,2.25,26,0,2.0,4,7,275000.0
3460,3,2.5,14,0,2.0,3,7,467000.0
1500,3,2.5,18,0,2.0,3,8,457500.0
1320,2,1.0,106,0,1.0,4,7,381156.0
2180,5,2.5,38,0,1.0,4,8,289999.0
1830,3,1.75,96,0,1.0,3,7,642450.0
1620,3,2.25,52,0,1.0,3,7,469950.0
2920,3,2.0,40,0,1.0,5,8,795000.0
3300,4,2.5,31,0,2.0,3,10,785000.0
3060,3,2.25,31,0,2.0,3,10,860000.0
1530,3,1.0,56,0,1.0,3,7,147500.0
1910,3,2.0,36,0,1.0,3,7,390000.0
1020,3,1.0,60,0,1.0,3,7,229000.0
1150,3,1.0,82,0,1.0,3,6,185000.0
1260,3,1.5,73,0,1.0,3,7,414900.0
1920,4,2.0,101,0,1.0,2,6,200000.0
1800,4,2.25,45,0,1.0,3,8,225000.0
2040,3,1.75,90,0,2.0,5,7,720000.0
2200,4,2.5,106,0,2.0,5,8,930000.0
3200,5,2.5,62,0,1.0,3,7,1270000.0
2400,5,3.25,86,0,2.0,4,7,700000.0
1140,2,1.5,9,0,3.0,3,7,466000.0
1330,3,1.5,38,0,1.0,3,7,374000.0
1940,3,2.5,20,0,2.0,4,8,480000.0
3000,3,2.5,19,0,2.0,3,9,740000.0
1820,4,1.0,91,0,1.5,3,8,1010000.0
2910,4,2.5,12,0,2.0,3,8,395000.0
1090,2,1.0,60,0,1.0,3,6,340000.0
1230,3,2.0,11,0,2.0,3,7,209000.0
1710,5,2.5,52,0,1.5,3,7,431650.0
3160,5,2.5,43,0,1.0,4,9,980000.0
2680,3,2.5,21,0,2.0,3,9,660000.0
2190,4,2.25,38,0,2.0,4,8,730000.0
1260,3,1.75,27,0,1.0,4,7,291500.0
2970,4,3.5,17,0,2.0,3,9,905000.0
2570,4,2.5,21,0,1.5,3,10,800000.0
3810,4,3.5,1,0,1.0,3,9,839900.0
1010,1,1.5,7,0,2.0,3,8,200000.0
1480,3,2.0,36,0,1.0,4,7,300000.0
1250,3,1.75,72,0,1.5,5,7,530000.0
1654,3,2.25,20,0,2.0,3,7,314950.0
1410,3,1.75,54,0,1.0,5,7,255000.0
2160,5,2.75,64,0,1.0,5,7,550000.0
1400,3,1.0,97,0,1.0,4,6,435000.0
1420,3,1.75,48,0,1.0,4,7,234000.0
2500,4,2.25,39,0,1.0,3,8,615000.0
1410,3,2.0,29,0,1.0,3,7,205000.0
2100,4,1.75,59,0,1.0,4,7,384000.0
1750,3,2.5,20,0,2.0,3,8,324000.0
2070,3,1.75,68,0,1.0,4,7,645000.0
1570,3,3.25,7,0,2.0,3,8,570000.0
1920,3,2.5,15,0,2.0,3,8,324000.0
1000,2,1.0,71,0,1.0,3,6,270000.0
2120,5,1.5,52,0,1.5,5,7,290000.0
1440,3,2.0,49,0,1.0,3,7,250000.0
1660,3,1.75,25,0,2.0,3,7,342000.0
1340,3,1.5,57,0,1.0,4,7,255000.0
2380,3,2.25,42,0,1.0,4,9,800000.0
1560,3,1.75,88,0,1.5,3,7,451000.0
2780,4,2.5,47,0,1.0,3,7,990000.0
1860,4,2.5,31,0,1.0,4,7,288400.0
2390,3,1.5,95,0,2.0,3,8,420000.0
1370,2,2.75,6,0,2.0,3,8,359000.0
2570,4,3.0,26,0,1.0,3,7,390000.0
1320,3,2.5,9,0,2.0,3,7,300000.0
2520,5,2.5,34,0,1.0,3,7,545000.0
1250,3,1.0,43,0,1.0,4,6,288349.0
1560,3,2.25,30,0,1.0,3,7,299900.0
2330,4,2.0,89,0,1.5,5,7,891000.0
3660,3,2.0,68,0,1.0,4,9,1200000.0
2790,4,2.5,11,0,2.0,3,8,378000.0
1060,2,1.0,63,0,1.0,4,6,299995.0
2020,3,2.5,20,0,1.0,3,7,253000.0
1580,3,2.25,36,0,1.0,3,7,350000.0
2020,4,3.0,115,0,1.5,3,6,565000.0
970,2,1.0,106,0,1.0,4,6,315000.0
1490,4,3.0,99,0,1.5,5,7,570000.0
4390,5,3.5,9,0,2.0,3,9,971000.0
2750,5,2.5,104,0,1.5,5,9,915000.0
2150,4,1.5,65,0,1.0,4,7,419000.0
1810,4,1.75,38,0,1.0,3,7,260000.0
2230,3,3.0,25,0,2.0,3,9,1321500.0
2430,3,1.0,38,0,1.0,3,7,369950.0
3680,3,2.5,20,0,2.0,3,10,1029900.0
1410,5,1.0,86,0,1.5,3,6,435000.0
1330,3,1.75,57,0,1.0,3,8,601000.0
1490,3,1.0,51,0,1.0,3,7,460500.0
2020,3,2.5,14,0,3.0,3,8,720000.0
3130,4,2.5,19,0,2.0,3,10,851000.0
2670,4,3.0,98,0,2.0,3,7,550000.0
1980,4,1.0,95,0,1.5,3,7,700000.0
2100,3,1.75,51,0,1.0,4,7,323000.0
1350,3,1.0,70,0,1.0,5,6,345500.0
2140,4,1.5,55,0,1.0,3,7,378000.0
2208,4,2.0,97,0,3.0,5,8,650000.0
1010,3,2.0,33,0,1.0,3,7,385000.0
970,2,1.0,104,0,1.0,3,7,425000.0
1520,4,2.0,94,0,1.5,5,6,210000.0
2740,4,2.5,21,0,2.0,3,9,630000.0
1570,3,1.75,61,0,1.0,3,7,335000.0
1320,3,1.0,48,0,1.0,3,7,196500.0
2550,4,2.75,28,0,1.0,3,8,582800.0
1560,3,1.75,31,0,1.0,3,7,440000.0
2360,4,2.25,40,0,2.0,4,8,752500.0
1330,3,1.75,105,0,2.0,4,7,532500.0
1070,3,1.0,65,0,1.0,4,7,265000.0
1510,3,1.25,54,0,1.0,4,6,397500.0
1710,3,2.5,15,0,2.0,3,8,524250.0
2790,4,2.75,18,0,2.0,3,10,765000.0
2620,4,2.5,13,0,2.0,3,9,648000.0
2970,5,2.5,45,0,1.0,4,8,469500.0
1050,3,1.75,40,0,1.0,4,7,237500.0
1280,3,1.0,59,0,1.0,4,7,216000.0
1030,3,1.0,52,0,1.0,4,7,427200.0
1900,3,2.25,38,0,1.0,4,8,280000.0
3070,5,3.0,47,0,1.0,4,9,718000.0
1760,2,2.75,5,0,2.0,3,8,420000.0
930,2,1.0,62,0,1.0,3,7,379000.0
880,2,1.0,72,0,1.0,3,6,326100.0
1360,3,2.5,11,0,3.0,3,7,535000.0
2130,4,2.75,22,0,1.0,3,7,283000.0
1480,3,1.0,74,0,1.5,3,6,260000.0
1500,4,1.0,64,0,1.5,4,7,399000.0
1670,3,2.25,28,0,2.0,3,8,484950.0
2060,4,1.75,54,0,1.0,4,8,640000.0
2160,4,2.5,63,0,1.0,4,8,585000.0
2780,4,2.0,60,0,1.0,3,8,645000.0
1490,3,2.0,27,0,1.0,3,7,253000.0
740,2,1.0,61,0,1.0,3,6,178500.0
1860,4,2.5,23,0,2.0,4,7,291000.0
1590,2,2.75,94,0,1.5,3,5,199950.0
850,2,1.0,92,0,1.0,3,7,553500.0
1030,2,1.0,34,0,1.0,3,8,189950.0
1850,3,2.0,26,0,1.0,3,8,289000.0
1830,4,2.0,107,0,2.0,3,8,700000.0
1560,3,2.0,47,0,1.0,3,7,270000.0
1730,4,1.75,37,0,1.0,3,7,258000.0
1930,3,2.5,9,0,2.0,3,8,530000.0
1422,3,2.25,2,0,2.0,3,7,245000.0
1380,3,2.0,98,0,1.5,4,7,563000.0
2430,3,2.5,13,0,2.0,3,8,515000.0
2610,4,2.5,27,0,2.0,3,9,325000.0
2000,3,2.25,19,0,2.0,3,8,540000.0
920,2,1.0,65,0,1.0,4,6,280300.0
1750,4,1.75,88,0,1.5,5,7,460000.0
2020,3,1.75,33,0,1.0,4,7,475000.0
2460,4,2.25,57,0,1.0,4,9,900000.0
1780,4,3.0,50,0,1.0,4,8,538200.0
1080,2,1.0,92,0,1.0,3,7,429000.0
1250,3,1.0,34,0,1.0,3,7,164808.0
1870,4,2.25,38,0,2.0,3,7,520000.0
1700,3,1.75,37,0,1.0,3,8,475000.0
1480,4,1.5,72,0,1.0,5,6,283000.0
1930,4,2.5,15,0,2.0,3,8,321500.0
3130,4,2.75,21,0,2.0,4,10,840000.0
1370,3,2.25,23,0,2.0,4,7,287000.0
960,3,1.75,52,0,1.0,3,7,375000.0
1260,3,1.75,45,0,1.0,4,7,349500.0
1480,3,1.5,54,0,1.0,5,7,446450.0
1930,4,2.5,22,0,2.0,4,7,315000.0
870,2,1.0,108,0,1.5,2,6,271310.0
1300,4,1.0,62,0,1.5,4,7,315000.0
1490,3,1.75,24,0,1.0,4,7,245000.0
1380,2,1.0,68,0,1.0,3,8,543115.0
1190,4,2.0,69,0,1.5,3,7,900000.0
4250,4,4.25,7,0,2.0,4,10,2450000.0
1920,2,2.0,12,0,1.0,3,8,554000.0
2080,3,1.75,64,0,1.0,5,6,249900.0
3220,3,2.5,33,0,2.0,4,9,768000.0
3680,4,3.0,47,0,1.0,3,10,980000.0
2070,5,2.5,53,0,1.0,3,7,395000.0
1480,3,1.75,20,0,2.0,3,7,415000.0
2000,4,2.5,12,0,2.0,3,8,380000.0
1560,3,2.5,16,0,2.0,3,8,566000.0
1600,2,1.0,66,0,1.0,4,7,218500.0
1940,4,2.5,38,0,1.0,4,7,550000.0
1540,3,1.75,94,0,1.0,3,7,512031.0
820,2,1.0,65,0,1.0,3,6,197500.0
1780,3,2.25,37,0,1.0,3,7,470000.0
1560,3,1.75,34,0,1.0,3,7,590000.0
2210,4,2.25,38,0,1.0,4,8,465000.0
2040,2,1.75,46,0,1.0,4,7,499000.0
1920,3,2.25,42,0,1.0,3,8,515000.0
1930,3,1.75,78,0,1.0,3,9,716500.0
1700,3,2.0,70,0,1.0,3,6,410000.0
3450,4,3.25,20,0,2.0,3,8,850000.0
3440,4,3.25,31,0,2.0,3,10,1050000.0
2380,4,2.5,22,0,2.0,3,10,648000.0
2400,4,2.25,85,0,1.5,4,7,620000.0
5670,4,4.5,7,0,2.0,3,11,935000.0
1140,3,1.0,52,0,1.0,4,7,379000.0
1670,3,1.75,62,0,1.0,3,7,699000.0
1910,4,2.25,54,0,1.0,3,8,528000.0
1560,3,1.75,41,0,1.0,4,8,425000.0
1500,2,1.75,51,0,1.0,4,7,249500.0
4475,5,3.25,0,0,2.0,3,9,1035480.0
2840,4,2.75,53,0,1.0,4,9,790000.0
1020,3,1.0,45,0,1.0,3,7,399950.0
1410,3,1.5,61,0,1.0,3,7,275000.0
1520,3,1.0,103,0,1.5,3,8,550000.0
730,1,1.0,88,0,1.0,4,4,140000.0
1190,3,1.0,60,0,1.0,3,7,250000.0
1410,3,2.25,26,0,2.0,3,7,318000.0
1240,2,1.0,52,0,1.0,3,7,505000.0
2500,5,2.5,49,0,1.0,3,8,470500.0
1050,3,1.0,60,0,1.5,3,7,360000.0
2680,4,2.75,53,0,1.0,4,9,1242500.0
2380,3,2.5,51,0,1.0,4,9,986000.0
